,location,size,total_sqft,price
9582,Uttarahalli,2,900.0,35.0
9583,Raja Rajeshwari Nagar,3,1757.0,98.0
9584,Kudlu,2,1027.0,44.0
9585,Whitefield,3,1626.0,85.0
9586,other,2,1200.0,54.0
9587,Hoodi,3,1559.0,81.55
9588,Amruthahalli,2,1190.0,50.0
9589,KR Puram,2,1200.0,72.0
9590,Harlur,2,1174.0,74.0
9591,Kanakpura Road,2,1140.0,65.0
9592,other,3,1603.0,125.0
9593,Subramanyapura,3,1278.0,70.0
9595,Banashankari Stage III,2,1085.0,50.0
9596,Whitefield,2,1195.0,61.36
9597,other,1,450.0,30.0
9599,Attibele,1,550.0,11.5
9600,Kenchenahalli,2,1165.0,45.0
9602,Kanakpura Road,3,1452.0,60.0
9603,Sarjapur  Road,1,702.0,52.0
9604,Banashankari,2,1020.0,42.83
9605,Devanahalli,2,1340.0,65.0
9606,Marathahalli,2,1125.0,54.8
9607,other,2,1160.0,40.53
9608,Vidyaranyapura,2,1050.0,50.0
9609,JP Nagar,3,1960.0,138.0
9610,other,2,1200.0,52.0
9613,Electronic City,2,975.0,32.0
9614,Kudlu,3,1700.0,125.0
9616,other,4,612.0,47.0
9617,other,2,1275.0,69.0
9618,Yeshwanthpur,1,650.0,40.0
9619,Kasavanhalli,2,1495.0,110.0
9620,Hebbal,2,1200.0,48.0
9622,Hennur Road,3,1679.0,94.86
9623,Kaval Byrasandra,3,1450.0,75.0
9624,Balagere,2,1210.0,82.0
9625,other,3,1300.0,51.0
9626,Judicial Layout,2,1165.0,49.61
9627,other,3,1623.0,155.0
9628,Channasandra,2,1115.0,35.8
9629,BTM Layout,1,450.0,20.0
9630,Electronics City Phase 1,2,1170.0,62.0
9632,Marathahalli,3,1700.0,126.0
9634,Malleshpalya,2,1245.0,55.0
9635,Kanakapura,2,1017.0,66.0
9637,Sarjapur  Road,2,1242.0,75.0
9638,Yelahanka,3,1792.0,104.0
9639,other,3,1275.0,55.0
9642,Electronic City,1,605.0,22.0
9643,HBR Layout,4,1200.0,115.0
9644,Electronics City Phase 1,3,1450.0,79.0
9645,Bommenahalli,3,1232.0,96.0
9647,other,1,900.0,52.3
9648,Kaggadasapura,2,1200.0,40.0
9650,Uttarahalli,2,1065.0,42.6
9651,other,2,1075.0,48.38
9653,other,2,780.0,31.0
9656,Ramagondanahalli,3,1910.0,150.0
9657,Cox Town,2,1280.0,120.0
9658,Raja Rajeshwari Nagar,3,1530.0,64.0
9660,other,2,1088.0,43.5
9662,Raja Rajeshwari Nagar,3,1587.0,73.8
9663,Kaggadasapura,2,1045.0,55.0
9664,Yelahanka,2,1304.0,69.97
9665,Whitefield,2,1100.0,65.0
9666,Hennur Road,3,1482.0,68.9
9667,Devanahalli,3,2125.0,107.0
9669,other,2,1194.0,45.0
9670,Kengeri,2,1200.0,42.0
9671,other,2,1070.0,32.99
9672,Whitefield,2,1100.0,46.5
9673,Whitefield,3,1270.0,65.0
9674,other,2,1000.0,31.0
9675,Vittasandra,2,1246.0,69.0
9676,Raja Rajeshwari Nagar,3,1529.0,51.77
9677,Thanisandra,2,1185.0,42.0
9678,Gubbalala,2,1060.0,46.0
9679,Ananth Nagar,3,1319.0,37.75
9680,Kaikondrahalli,2,991.0,64.0
9681,Thanisandra,1,662.0,38.0
9682,other,2,1200.0,110.0
9683,other,3,1400.0,78.0
9684,Talaghattapura,3,1575.0,80.0
9685,Hosakerehalli,2,600.0,65.0
9687,Ananth Nagar,3,1319.0,42.0
9689,9th Phase JP Nagar,3,600.0,85.0
9690,Electronics City Phase 1,2,940.0,48.0
9693,Kodigehalli,2,500.0,55.0
9694,Bharathi Nagar,2,1349.0,56.7
9696,HSR Layout,3,1844.0,95.0
9698,Sarjapur  Road,3,2275.0,185.0
9700,Varthur Road,2,1140.0,49.11
9701,Banjara Layout,3,900.0,79.0
9704,Banashankari,3,1372.0,48.02
9705,other,3,1455.0,45.0
9706,Hebbal,2,1100.0,38.0
9708,other,3,1475.0,80.0
9709,Nagavarapalya,3,1788.0,164.0
9712,Kudlu Gate,3,1850.0,120.0
9713,Marathahalli,3,1315.0,60.0
9715,other,3,1721.0,93.0
9716,Sonnenahalli,2,1059.0,62.0
9717,Kadubeesanahalli,2,1184.0,55.0
9720,other,3,1480.0,75.0
9721,Kodigehalli,2,635.0,28.0
9723,JP Nagar,4,1500.0,87.0
9724,Hosa Road,2,1143.0,34.2
9728,Kothannur,3,1485.0,59.4
9730,Hennur,3,1655.0,70.5
9731,other,2,900.0,41.0
9733,other,2,1163.0,68.0
9735,Hennur Road,3,1654.0,97.8
9736,other,1,801.0,33.645
9738,Bellandur,3,1685.0,101.0
9739,Banashankari,3,1540.0,80.0
9740,Thanisandra,2,1265.0,72.0
9741,Kasavanhalli,3,1200.0,38.4
9742,other,3,1300.0,80.0
9743,Sultan Palaya,2,1009.0,65.0
9744,other,3,1540.0,65.0
9745,Bellandur,3,1735.0,105.0
9747,other,2,497.0,20.0
9749,Electronic City,2,1142.0,35.0
9750,other,3,1215.0,46.8
9751,Electronic City,2,1070.0,48.0
9753,Bommasandra Industrial Area,2,1125.0,32.49
9754,Kasavanhalli,2,1575.0,85.0
9755,Hosa Road,2,1360.0,77.61
9756,Haralur Road,3,1710.0,85.0
9757,Electronic City Phase II,2,1200.0,34.65
9758,Bannerghatta Road,4,2185.0,120.0
9759,other,4,2400.0,135.0
9760,Banashankari,2,1195.0,35.84
9762,Bannerghatta Road,2,1012.0,45.0
9763,other,2,998.0,65.0
9765,7th Phase JP Nagar,2,1130.0,85.0
9768,Karuna Nagar,3,1354.0,98.0
9770,Brookefield,2,1389.0,94.0
9771,Sarjapur,4,2970.0,130.0
9774,other,3,500.0,75.0
9775,Kaggadasapura,3,1495.0,60.0
9776,Varthur,2,1738.0,57.35
9777,Dodda Nekkundi,2,1315.0,50.0
9778,Marathahalli,2,1270.0,73.0
9779,Electronic City Phase II,2,1160.0,52.2
9780,Raja Rajeshwari Nagar,3,1450.0,67.0
9781,Rayasandra,1,470.0,21.0
9782,other,2,1040.0,78.0
9783,Sarjapur,2,1205.0,29.0
9784,other,3,1215.0,50.0
9785,Whitefield,2,1135.0,58.0
9786,8th Phase JP Nagar,3,1224.0,48.95
9787,Budigere,1,664.0,34.0
9788,Electronic City,3,1160.0,42.0
9789,Babusapalaya,2,1200.0,105.0
9790,Bommasandra Industrial Area,3,1220.0,35.2
9791,Bharathi Nagar,2,1328.0,69.0
9792,other,2,975.0,45.0
9794,Malleshwaram,2,900.0,72.0
9795,other,2,1330.0,80.0
9797,Munnekollal,3,1222.0,95.0
9799,Sarjapur  Road,3,2100.0,135.0
9802,other,3,1320.0,95.0
9807,Hosur Road,4,2000.0,130.0
9808,Electronic City Phase II,2,1244.0,55.0
9809,other,2,1000.0,50.0
9810,other,3,1400.0,45.0
9811,other,2,1000.0,35.0
9815,other,2,1225.0,48.0
9818,Seegehalli,3,1683.0,80.0
9819,Yelahanka,2,1250.0,54.0
9820,Hennur Road,3,1305.0,110.0
9822,Kaggalipura,3,1150.0,57.5
9823,Kaggadasapura,3,1654.0,70.0
9826,Kasavanhalli,2,1069.0,55.0
9827,Chandapura,2,750.0,18.5
9828,Banashankari,4,675.0,140.0
9829,Hormavu,3,2400.0,177.0
9832,7th Phase JP Nagar,3,1680.0,130.0
9835,other,4,2200.0,150.0
9836,Thanisandra,3,1595.0,105.0
9837,Hennur Road,3,1480.0,100.0
9838,other,3,1092.0,95.0
9841,Banashankari,3,1683.0,115.0
9842,Dasanapura,2,545.0,22.34
9843,Banaswadi,2,1340.0,73.0
9844,other,3,1100.0,53.0
9846,Whitefield,2,1185.0,56.0
9848,Haralur Road,3,1730.0,95.0
9849,Hennur Road,3,1450.0,88.6
9850,Sarjapur  Road,3,1862.0,110.0
9853,Hoodi,1,863.0,40.55
9854,other,2,1170.0,50.0
9855,other,2,1075.0,50.0
9856,Kodichikkanahalli,2,1060.0,34.0
9857,Sarjapur,2,850.0,32.0
9858,other,2,935.0,45.9
9859,Gollarapalya Hosahalli,4,1905.0,86.0
9863,Chikkabanavar,4,1500.0,105.0
9864,Bannerghatta Road,3,1725.0,85.0
9865,other,2,1120.0,36.0
9866,Brookefield,3,1750.0,75.0
9867,7th Phase JP Nagar,3,2000.0,77.0
9868,Koramangala,3,1745.0,98.0
9870,Uttarahalli,3,1270.0,55.25
9872,Sahakara Nagar,2,1180.0,72.0
9873,other,2,1130.0,75.0
9875,Ardendale,3,1723.0,95.0
9876,Mysore Road,2,1175.0,70.5
9877,Ambalipura,3,1607.0,112.0
9878,other,2,1334.0,62.0
9881,Bannerghatta,2,1113.0,70.0
9882,9th Phase JP Nagar,3,1300.0,58.0
9884,Sahakara Nagar,2,1200.0,60.0
9890,Panathur,2,1398.0,97.0
9891,Margondanahalli,2,1152.0,66.0
9893,Nagavara,2,1110.0,44.95
9894,Devarachikkanahalli,2,1116.0,47.0
9895,Babusapalaya,2,1061.0,33.84
9896,Malleshwaram,1,620.0,86.8
9898,Yelahanka,2,1270.0,57.0
9899,other,2,966.0,50.0
9900,other,4,1200.0,110.0
9903,other,3,1630.0,131.0
9905,other,4,600.0,60.0
9906,Amruthahalli,2,1202.0,65.0
9908,Jakkur,2,1300.0,80.0
9910,Electronic City,3,1360.0,70.0
9911,Hennur Road,2,1155.0,69.18
9913,Hulimavu,2,1011.0,38.0
9914,HSR Layout,2,1203.0,72.0
9915,Hebbal,3,1645.0,113.0
9916,Horamavu Agara,3,1364.0,50.0
9918,other,1,1050.0,41.0
9919,Kothanur,3,1365.0,66.0
9920,Jigani,3,1252.0,70.0
9922,Panathur,2,1065.0,58.0
9924,Sahakara Nagar,2,1032.0,45.0
9926,Sector 2 HSR Layout,3,1515.0,69.0
9927,other,2,1427.0,52.0
9928,Magadi Road,2,940.0,50.0
9930,Bannerghatta Road,3,1460.0,80.0
9931,Sarjapur  Road,3,2275.0,175.0
9932,9th Phase JP Nagar,3,1522.0,90.0
9934,Thanisandra,2,1185.0,42.67
9936,Banashankari,3,1800.0,125.0
9937,Electronics City Phase 1,2,940.0,44.0
9938,other,4,1200.0,135.0
9939,Marathahalli,3,1530.0,71.0
9940,other,2,1050.0,48.0
9941,Subramanyapura,2,929.0,49.0
9943,Whitefield,3,1530.0,75.0
9944,other,2,900.0,48.0
9945,other,2,978.0,34.22
9947,Ambalipura,1,770.0,43.82
9948,Kaval Byrasandra,2,1066.0,55.0
9950,Whitefield,2,1015.0,45.0
9951,Hebbal,2,1175.0,54.05
9952,Chikkabanavar,4,1200.0,130.0
9953,Vidyaranyapura,2,1188.0,50.0
9955,other,1,620.0,25.0
9956,other,2,1210.0,75.0
9957,Attibele,3,1000.0,90.0
9958,Rajaji Nagar,3,1500.0,99.0
9960,Thanisandra,2,1185.0,43.66
9961,Basavangudi,3,1600.0,130.0
9962,Gottigere,2,1100.0,28.0
9963,Yelahanka,2,1300.0,69.23
9964,Kasavanhalli,2,1100.0,68.0
9965,Ambalipura,2,860.0,28.93
9966,Panathur,2,1007.0,64.0
9967,Akshaya Nagar,2,1100.0,48.0
9968,Whitefield,2,1187.0,38.0
9969,R.T. Nagar,2,1150.0,72.0
9971,other,2,1180.0,41.94
9972,Budigere,3,1820.0,85.2
9976,other,3,1430.0,70.0
9978,other,2,1200.0,70.0
9979,Old Madras Road,2,1165.0,40.77
9980,Jalahalli,3,1569.0,118.0
9981,other,3,1950.0,95.0
9982,other,2,1200.0,70.0
9983,Yelahanka New Town,3,2437.0,125.0
9984,Marathahalli,2,950.0,46.7
9985,Bellandur,3,1685.0,115.0
9987,Sarjapur  Road,2,1314.0,110.0
9988,other,3,1250.0,40.0
9989,other,2,1130.0,68.0
9992,other,3,857.0,95.0
9993,Whitefield,3,2247.0,145.0
9994,Marathahalli,3,1550.0,85.0
9995,Hoodi,3,1715.0,100.0
9996,Hennur Road,2,1053.0,53.0
9997,Begur Road,3,1200.0,50.0
10000,other,2,1245.0,60.0
10003,Thanisandra,3,1241.0,65.0
10007,other,3,1390.0,50.0
10010,Kanakpura Road,3,1100.0,52.97
10011,Koramangala,2,1350.0,103.0
10012,other,2,800.0,55.0
10013,Sarjapur  Road,3,1787.0,116.0
10016,Sarjapur  Road,3,1691.0,93.01
10018,Chikka Tirupathi,3,2325.0,95.0
10020,Akshaya Nagar,3,1896.0,102.0
10021,Banashankari Stage V,3,1540.0,48.51
10022,other,2,1244.0,95.0
10023,Hormavu,3,1365.0,65.0
10024,Thanisandra,1,580.0,27.5
10026,other,3,1500.0,180.0
10027,8th Phase JP Nagar,2,1513.0,62.0
10028,Banashankari,2,1175.0,41.13
10029,Thanisandra,3,2087.0,139.0
10030,Talaghattapura,3,2273.0,145.0
10031,Thanisandra,3,2050.0,150.0
10032,other,2,1200.0,75.0
10033,Whitefield,2,1190.0,59.0
10034,Kodigehalli,4,600.0,85.0
10036,Thigalarapalya,3,1830.0,133.0
10038,Sarjapur  Road,2,1028.0,56.0
10040,Whitefield,2,1160.0,67.0
10041,Mahadevpura,3,1505.0,78.0
10043,other,1,400.0,50.0
10044,Sarjapur,2,1175.0,41.68
10045,other,2,1100.0,57.6
10047,Devanahalli,2,1230.0,56.45
10048,other,3,1200.0,180.0
10052,other,2,1340.0,71.0
10053,Banashankari,3,1750.0,89.0
10054,Banashankari Stage II,2,1400.0,100.0
10055,Nagarbhavi,3,1350.0,60.0
10056,other,3,1675.0,62.0
10057,Thanisandra,2,1340.0,66.33
10058,Malleshwaram,2,600.0,68.0
10059,Hulimavu,2,1276.0,76.0
10060,Ramagondanahalli,3,1738.0,76.0
10061,other,2,1190.0,59.9
10062,Electronic City,2,1128.0,65.45
10063,other,2,1250.0,55.0
10064,other,2,1450.0,90.0
10065,Kudlu,2,1084.0,53.0
10066,Kaggadasapura,4,2150.0,90.0
10068,Nagarbhavi,4,600.0,77.0
10069,Hosur Road,2,1250.0,65.0
10071,Begur,3,1304.0,65.0
10073,7th Phase JP Nagar,2,980.0,77.44
10074,other,2,1275.0,49.5
10075,other,1,10030.0,150.0
10076,Banjara Layout,3,2500.0,140.0
10078,Anekal,3,2400.0,95.0
10080,Kanakpura Road,3,1450.0,70.18
10081,Electronic City,2,890.0,40.0
10082,Bannerghatta Road,2,1340.0,85.0
10083,Vidyaranyapura,3,1100.0,75.0
10084,Kengeri,2,750.0,40.0
10085,Basaveshwara Nagar,4,700.0,125.0
10086,Akshaya Nagar,2,1300.0,66.0
10087,HRBR Layout,2,1301.0,120.0
10089,other,3,1900.0,92.0
10090,Kanakpura Road,2,1299.0,105.0
10091,other,3,1250.0,40.0
10093,other,2,925.0,55.0
10095,Uttarahalli,2,1107.0,45.0
10096,other,2,1400.0,160.0
10097,Electronics City Phase 1,2,1300.0,67.0
10098,Yeshwanthpur,2,570.0,62.0
10099,other,3,1715.0,95.0
10100,Uttarahalli,2,1200.0,55.0
10102,other,2,703.0,60.0
10104,Marathahalli,2,1144.0,65.0
10105,Kanakpura Road,1,525.0,26.01
10106,other,3,1400.0,56.0
10107,Balagere,1,661.0,33.0
10110,Yelahanka,3,1705.0,91.0
10112,Kadugodi,3,1430.0,55.0
10113,Marathahalli,2,1240.0,55.0
10116,Electronics City Phase 1,2,1000.0,28.0
10117,other,4,740.0,24.5
10118,Uttarahalli,3,1330.0,46.45
10120,Shivaji Nagar,3,1300.0,170.0
10122,Kengeri Satellite Town,4,936.0,60.84
10123,Banashankari Stage III,3,1500.0,100.0
10124,Kodigehalli,3,1200.0,156.0
10125,Cox Town,2,1073.0,72.0
10126,Kudlu,2,1300.0,56.0
10129,Whitefield,2,1216.0,66.88
10130,Jigani,3,1252.0,59.0
10131,Hormavu,2,1196.0,44.8
10133,Padmanabhanagar,3,610.0,75.0
10134,other,3,1270.0,57.15
10135,Mico Layout,2,1171.0,39.0
10136,Kothannur,3,1215.0,48.6
10137,other,1,600.0,20.0
10138,Whitefield,2,1180.0,77.0
10139,Electronic City Phase II,2,1160.0,33.51
10141,Whitefield,3,2140.0,139.0
10142,Yeshwanthpur,3,1500.0,100.0
10143,Banaswadi,2,1008.0,52.0
10144,Ambedkar Nagar,3,1921.0,129.0
10145,Electronic City,2,1127.0,32.0
10146,Rajaji Nagar,3,1621.0,124.0
10148,other,3,1030.0,77.25
10149,Whitefield,2,1314.0,84.0
10151,Banashankari Stage VI,4,600.0,97.0
10152,JP Nagar,3,1590.0,85.0
10153,Shivaji Nagar,2,703.0,49.5
10154,Hosakerehalli,3,1795.0,64.62
10155,Gottigere,4,3000.0,132.0
10157,Electronic City,2,825.0,35.0
10159,other,3,1254.0,70.0
10160,Ramagondanahalli,3,2040.0,114.0
10165,other,3,1820.0,79.5
10166,Horamavu Agara,3,1623.0,89.0
10168,Electronic City,2,1200.0,40.5
10169,Gottigere,3,1613.0,72.0
10170,other,2,1293.0,80.0
10171,Hoskote,2,1065.0,28.5
10172,Kudlu Gate,2,940.0,69.57
10173,Sarjapur  Road,3,1181.0,65.0
10175,Marathahalli,1,1100.0,75.0
10176,other,2,1050.0,36.0
10177,Subramanyapura,3,1260.0,75.0
10179,other,3,1500.0,56.0
10181,other,2,1000.0,66.0
10182,Whitefield,3,1530.0,73.0
10184,other,3,1864.0,115.0
10185,Sarjapur,3,1575.0,55.0
10186,Attibele,3,1200.0,105.0
10187,Raja Rajeshwari Nagar,2,945.0,45.0
10188,Sarjapur  Road,3,1691.0,100.0
10189,other,2,1200.0,135.0
10190,Electronic City Phase II,3,1220.0,35.25
10191,Kengeri,1,600.0,35.0
10192,Whitefield,2,1160.0,39.0
10193,other,3,1950.0,89.5
10195,other,4,2400.0,150.0
10196,Abbigere,2,795.0,32.6
10199,Kalyan nagar,3,2285.0,165.0
10201,other,2,1263.0,51.5
10203,Hennur,3,1345.0,69.0
10205,Electronic City,3,1360.0,58.0
10206,Sarjapur  Road,2,1026.0,60.55
10207,other,2,1050.0,38.0
10208,Uttarahalli,3,1460.0,76.0
10209,other,3,1525.0,91.48
10211,Ananth Nagar,2,1000.0,25.0
10212,Koramangala,3,1642.0,115.0
10214,other,2,975.0,60.0
10215,Bisuvanahalli,3,1075.0,44.0
10216,Panathur,2,1210.0,77.93
10217,other,3,2000.0,100.0
10218,Akshaya Nagar,2,1225.0,68.0
10219,Jakkur,2,1290.0,80.04
10220,other,2,1220.0,56.0
10221,other,1,1500.0,85.0
10222,Kaggadasapura,2,1361.0,79.0
10224,1st Phase JP Nagar,2,1394.0,85.0
10225,Yelahanka,2,870.0,27.0
10227,Rajaji Nagar,2,1222.0,98.0
10229,Bellandur,3,1846.0,135.0
10231,Yeshwanthpur,2,1167.0,64.08
10232,Ananth Nagar,2,902.0,25.0
10233,Kannamangala,4,2422.0,135.0
10235,other,2,1000.0,50.0
10236,Kundalahalli,2,1260.0,58.0
10238,Jigani,2,939.0,39.0
10240,Jalahalli,1,600.0,37.0
10241,8th Phase JP Nagar,2,1298.0,59.0
10242,Marathahalli,3,1710.0,135.0
10243,Subramanyapura,2,1000.0,45.0
10244,Ramagondanahalli,3,3350.0,150.0
10245,other,2,1200.0,138.0
10246,other,2,1100.0,68.0
10247,Jalahalli,1,615.0,46.0
10248,Sarjapur  Road,2,1350.0,85.0
10252,Hegde Nagar,3,1718.0,130.0
10253,7th Phase JP Nagar,3,1680.0,112.0
10254,Hulimavu,2,1500.0,90.0
10255,Sarjapur  Road,3,1157.0,72.0
10256,Akshaya Nagar,2,1179.0,51.0
10257,Hulimavu,2,1315.0,60.48
10258,other,2,1105.0,28.18
10259,Banashankari,3,1800.0,175.0
10260,Jalahalli East,2,1010.0,52.0
10261,Electronic City,1,630.0,46.0
10263,Kaval Byrasandra,2,1025.0,60.0
10264,Hennur Road,2,1195.0,59.0
10265,Whitefield,2,1012.0,58.0
10266,Hegde Nagar,3,1884.0,118.0
10267,Sarjapura - Attibele Road,2,1090.0,37.0
10270,Harlur,3,1710.0,85.0
10271,Uttarahalli,3,1500.0,68.0
10272,Kodichikkanahalli,3,1310.0,53.0
10273,Dommasandra,2,674.0,19.9
10274,Hoodi,3,1350.0,70.0
10275,other,3,1464.0,115.0
10276,other,3,715.0,29.0
10277,Electronic City,3,1400.0,40.45
10278,Electronic City Phase II,3,1625.0,48.75
10279,Electronic City,2,1065.0,30.76
10281,other,3,1385.0,90.0
10282,CV Raman Nagar,2,1040.0,50.0
10283,Haralur Road,3,1817.0,110.0
10284,other,2,1205.0,47.0
10285,other,2,1070.0,33.43
10286,other,2,1070.0,52.0
10287,Amruthahalli,2,1340.0,75.0
10288,Kalena Agrahara,2,980.0,35.0
10289,8th Phase JP Nagar,2,1006.0,44.0
10290,Thanisandra,2,1098.0,71.0
10291,Mico Layout,2,1200.0,53.5
10293,Sarjapur  Road,2,1019.0,62.0
10294,Whitefield,2,1150.0,40.21
10295,Anekal,3,1733.5,120.0
10296,other,2,1415.0,120.0
10297,other,3,1750.0,58.0
10298,other,3,1537.0,81.0
10299,other,2,1050.0,45.0
10300,Kanakpura Road,3,1452.0,55.6
10301,Domlur,2,1246.0,95.0
10302,Yelahanka,3,1890.0,85.0
10303,Electronic City Phase II,2,972.0,40.0
10306,Electronic City,1,630.0,33.7
10308,other,3,1255.0,60.0
10309,Ramamurthy Nagar,4,1900.0,185.0
10310,Doddaballapur,3,2440.0,142.0
10311,Kanakpura Road,3,1938.0,92.69
10312,Bannerghatta Road,3,1711.0,125.0
10314,CV Raman Nagar,2,1392.0,95.0
10315,Haralur Road,2,1225.0,77.0
10317,Green Glen Layout,3,1750.0,120.0
10318,Subramanyapura,3,1260.0,80.0
10319,Sarjapur  Road,1,691.0,31.1
10321,Haralur Road,2,1285.0,78.0
10322,Hebbal,3,1590.0,96.0
10323,9th Phase JP Nagar,3,1571.0,65.0
10325,Garudachar Palya,2,1060.0,48.66
10327,other,4,702.0,65.0
10328,other,3,2400.0,185.0
10329,Bannerghatta Road,3,1520.0,81.0
10331,other,2,1170.0,45.51
10332,OMBR Layout,3,1580.0,75.0
10333,Ardendale,3,1777.26,89.0
10334,Raja Rajeshwari Nagar,2,1303.0,55.78
10335,Kodichikkanahalli,2,1680.0,59.0
10336,Whitefield,3,1495.0,70.0
10337,Yelahanka,3,1835.0,108.0
10338,Banjara Layout,3,610.0,60.0
10339,other,2,1080.0,38.0
10340,Electronic City,2,1025.0,29.61
10341,Haralur Road,2,1225.0,67.48
10342,Balagere,1,656.0,34.77
10343,Sarjapur  Road,2,994.0,45.0
10344,other,2,1025.0,65.0
10345,Marathahalli,2,1156.0,52.0
10346,JP Nagar,2,1250.0,60.0
10348,Hegde Nagar,3,1930.0,122.0
10349,other,2,1020.0,70.0
10350,Kumaraswami Layout,3,1310.0,70.0
10351,Jalahalli,1,612.5,27.565
10352,Kanakpura Road,2,1322.0,70.0
10353,Kothanur,2,1160.0,57.0
10354,5th Block Hbr Layout,2,1100.0,48.0
10355,Lakshminarayana Pura,3,1720.0,150.0
10357,Chikkalasandra,2,1090.0,47.42
10358,KR Puram,2,2000.0,75.0
10359,other,2,1155.0,69.0
10363,JP Nagar,2,1125.0,39.98
10364,Yelahanka,3,1847.0,92.0
10365,7th Phase JP Nagar,3,1515.0,76.0
10368,Sarjapur  Road,2,1130.0,55.0
10369,Bellandur,2,1049.0,51.0
10370,Amruthahalli,3,2650.0,175.0
10371,Varthur Road,2,850.0,25.4
10374,Jakkur,2,1282.0,72.0
10375,Kalena Agrahara,2,800.0,40.0
10378,Magadi Road,3,1318.0,68.0
10379,Kanakpura Road,2,1698.0,105.0
10380,other,3,2030.0,182.0
10381,Kammasandra,3,1276.0,31.9
10382,other,3,1555.0,67.0
10383,Sarjapur  Road,3,1881.0,145.0
10385,Yelahanka,3,1890.0,109.0
10387,Old Madras Road,2,935.0,32.0
10388,Cox Town,2,1000.0,58.0
10389,Singasandra,3,1510.0,75.0
10390,Uttarahalli,2,1120.0,50.0
10391,Ananth Nagar,2,930.0,25.99
10394,Talaghattapura,2,1175.0,62.0
10395,Bellandur,3,1350.0,63.0
10397,Attibele,2,996.0,24.9
10398,Anjanapura,2,1076.0,30.13
10399,other,4,2180.0,115.0
10400,Kasavanhalli,3,1715.0,112.0
10401,Hebbal,2,1072.0,45.0
10402,Panathur,2,1230.0,80.0
10403,Murugeshpalya,3,1600.0,65.0
10404,Thanisandra,3,1411.0,93.25
10406,Jalahalli,3,2404.0,138.0
10409,Doddathoguru,3,1208.0,45.0
10411,Haralur Road,2,1225.0,69.84
10412,Hebbal,2,1162.0,69.0
10413,Thanisandra,3,1262.0,65.0
10414,other,2,1050.0,35.0
10416,Channasandra,3,1500.0,61.95
10417,other,3,1610.0,85.0
10418,Whitefield,2,1340.0,41.0
10419,Sarjapur  Road,3,2275.0,182.0
10421,other,2,1500.0,145.0
10422,other,4,3150.0,135.0
10423,Hosa Road,2,1170.0,65.0
10424,Sarjapur  Road,2,980.0,25.0
10425,Channasandra,3,1800.0,60.0
10426,Banashankari Stage VI,3,1423.0,71.73
10427,Kaggadasapura,2,1106.0,40.0
10428,Kereguddadahalli,2,1105.0,27.6
10430,other,2,1255.0,56.7
10432,Babusapalaya,2,1061.0,38.95
10433,other,2,600.0,29.5
10434,Electronic City Phase II,3,1400.0,40.45
10435,Domlur,3,2100.0,145.0
10436,Electronic City,2,660.0,16.5
10437,Kengeri,2,633.0,18.0
10438,Indira Nagar,2,1260.0,120.0
10439,other,2,907.0,55.43
10440,Hennur Road,3,2047.0,67.55
10441,other,4,2597.0,189.0
10442,Bellandur,2,1211.0,63.0
10443,Hennur Road,3,1904.0,129.0
10444,Balagere,2,1205.0,73.87
10445,Yeshwanthpur,2,1164.0,64.08
10446,other,2,1410.0,73.0
10447,other,2,1150.0,42.0
10448,other,2,1170.0,53.11
10449,Hennur,2,1420.0,62.0
10450,Panathur,2,1125.0,45.0
10451,NRI Layout,3,1789.0,75.0
10452,Hulimavu,2,1021.0,76.0
10453,Ananth Nagar,2,1074.0,26.85
10454,Kalena Agrahara,2,1222.0,48.0
10455,Hennur Road,3,1981.0,134.0
10456,Yelachenahalli,2,1103.0,55.0
10457,other,2,1201.0,65.0
10458,Sarjapur  Road,2,970.0,36.0
10459,Sarjapur,2,920.0,33.0
10460,Yeshwanthpur,3,1520.0,85.0
10461,other,3,675.0,75.0
10462,Sonnenahalli,3,1268.0,75.0
10463,other,1,660.0,30.0
10464,Harlur,3,1755.0,115.0
10465,Hoskote,2,945.0,35.0
10466,8th Phase JP Nagar,1,500.0,33.0
10467,Harlur,4,2820.0,153.5
10468,Bommenahalli,4,1632.0,140.0
10469,Rachenahalli,2,1167.0,37.5
10470,Domlur,2,1276.0,80.0
10471,Thanisandra,2,1234.0,51.0
10473,ISRO Layout,3,1370.0,87.0
10476,Electronic City,3,1400.0,90.0
10478,other,2,1050.0,40.0
10479,Ramagondanahalli,2,1251.0,46.0
10480,Yeshwanthpur,3,1677.0,92.13
10481,Sarjapur  Road,2,1346.0,67.38
10482,Electronic City Phase II,2,1090.0,31.48
10484,Kanakapura,3,1290.0,51.1
10487,Garudachar Palya,2,1150.0,52.0
10493,other,2,950.0,65.0
10494,Bommasandra Industrial Area,3,1491.0,40.5
10495,Ramamurthy Nagar,2,1050.0,51.66
10496,Hoodi,3,1660.0,131.0
10497,Nagavarapalya,2,1134.0,55.0
10498,Hebbal,2,1100.0,60.0
10499,Magadi Road,4,800.0,60.0
10502,other,3,980.0,80.0
10503,other,2,1080.0,37.8
10504,CV Raman Nagar,1,705.0,50.0
10505,other,3,1200.0,35.0
10506,Anandapura,2,1200.0,50.0
10507,Talaghattapura,3,1804.0,127.0
10508,other,2,750.0,20.0
10509,other,2,420.0,25.0
10511,Battarahalli,2,1090.0,38.37
10513,Electronic City,3,1287.0,55.0
10514,Thigalarapalya,3,2215.0,157.0
10516,Sarjapur  Road,2,1045.0,42.15
